FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
41,Oregon,1995,06,"2,444,136   ","1,659,558   ",67.9   ,"1,580,417   ",64.7   ,"79,141   ",4.8   
42,Pennsylvania,1995,06,"9,368,851   ","5,894,079   ",62.9   ,"5,542,561   ",59.2   ,"351,518   ",6.0   
44,Rhode Island,1995,06,"781,922   ","510,471   ",65.3   ,"476,646   ",61.0   ,"33,825   ",6.6   
45,South Carolina,1995,06,"2,811,064   ","1,863,327   ",66.3   ,"1,770,547   ",63.0   ,"92,780   ",5.0   
46,South Dakota,1995,06,"536,402   ","384,025   ",71.6   ,"371,674   ",69.3   ,"12,351   ",3.2   
47,Tennessee,1995,06,"4,069,720   ","2,713,041   ",66.7   ,"2,569,339   ",63.1   ,"143,702   ",5.3   
48,Texas,1995,06,"13,796,339   ","9,580,341   ",69.4   ,"8,989,743   ",65.2   ,"590,598   ",6.2   
49,Utah,1995,06,"1,403,585   ","1,017,600   ",72.5   ,"982,478   ",70.0   ,"35,122   ",3.5   
50,Vermont,1995,06,"447,947   ","319,671   ",71.4   ,"306,175   ",68.4   ,"13,496   ",4.2   
51,Virginia,1995,06,"4,970,791   ","3,447,831   ",69.4   ,"3,294,594   ",66.3   ,"153,237   ",4.4   
53,Washington,1995,06,"4,115,146   ","2,811,029   ",68.3   ,"2,634,138   ",64.0   ,"176,891   ",6.3   
54,West Virginia,1995,06,"1,434,440   ","787,794   ",54.9   ,"724,081   ",50.5   ,"63,713   ",8.1   
55,Wisconsin,1995,06,"3,904,571   ","2,871,029   ",73.5   ,"2,764,459   ",70.8   ,"106,570   ",3.7   
56,Wyoming,1995,06,"358,085   ","252,992   ",70.7   ,"240,829   ",67.3   ,"12,163   ",4.8   
01,Alabama,1995,07,"3,253,479   ","2,065,002   ",63.5   ,"1,942,594   ",59.7   ,"122,408   ",5.9   
02,Alaska,1995,07,"415,474   ","302,414   ",72.8   ,"280,241   ",67.5   ,"22,173   ",7.3   
04,Arizona,1995,07,"3,349,108   ","2,236,842   ",66.8   ,"2,116,916   ",63.2   ,"119,926   ",5.4   
05,Arkansas,1995,07,"1,912,947   ","1,218,564   ",63.7   ,"1,159,750   ",60.6   ,"58,814   ",4.8   
06,California,1995,07,"23,257,912   ","15,257,150   ",65.6   ,"14,035,669   ",60.3   ,"1,221,481   ",8.0   
037,Los Angeles County,1995,07,"6,685,273   ","4,281,857   ",64.0   ,"3,934,404   ",58.9   ,"347,453   ",8.1   
08,Colorado,1995,07,"2,893,526   ","2,131,634   ",73.7   ,"2,042,419   ",70.6   ,"89,215   ",4.2   
09,Connecticut,1995,07,"2,548,581   ","1,734,820   ",68.1   ,"1,641,769   ",64.4   ,"93,051   ",5.4   
10,Delaware,1995,07,"555,502   ","386,298   ",69.5   ,"369,231   ",66.5   ,"17,067   ",4.4   
11,District of Columbia,1995,07,"455,429   ","299,329   ",65.7   ,"272,973   ",59.9   ,"26,356   ",8.8   
12,Florida,1995,07,"11,327,431   ","7,031,030   ",62.1   ,"6,634,150   ",58.6   ,"396,880   ",5.6   
13,Georgia,1995,07,"5,459,927   ","3,692,706   ",67.6   ,"3,509,830   ",64.3   ,"182,876   ",5.0   
15,Hawaii,1995,07,"865,000   ","584,544   ",67.6   ,"551,813   ",63.8   ,"32,731   ",5.6   
16,Idaho,1995,07,"858,789   ","603,108   ",70.2   ,"569,893   ",66.4   ,"33,215   ",5.5   
17,Illinois,1995,07,"9,031,553   ","6,172,236   ",68.3   ,"5,847,819   ",64.7   ,"324,417   ",5.3   
18,Indiana,1995,07,"4,431,109   ","3,121,936   ",70.5   ,"2,982,414   ",67.3   ,"139,522   ",4.5   
19,Iowa,1995,07,"2,178,287   ","1,584,314   ",72.7   ,"1,527,583   ",70.1   ,"56,731   ",3.6   
20,Kansas,1995,07,"1,920,659   ","1,353,949   ",70.5   ,"1,295,186   ",67.4   ,"58,763   ",4.3   
21,Kentucky,1995,07,"2,956,302   ","1,855,817   ",62.8   ,"1,752,662   ",59.3   ,"103,155   ",5.6   
22,Louisiana,1995,07,"3,192,822   ","1,962,582   ",61.5   ,"1,829,597   ",57.3   ,"132,985   ",6.8   
23,Maine,1995,07,"954,799   ","639,798   ",67.0   ,"601,666   ",63.0   ,"38,132   ",6.0   
24,Maryland,1995,07,"3,821,252   ","2,716,645   ",71.1   ,"2,579,595   ",67.5   ,"137,050   ",5.0   
25,Massachusetts,1995,07,"4,745,625   ","3,192,465   ",67.3   ,"3,016,137   ",63.6   ,"176,328   ",5.5   
26,Michigan,1995,07,"7,287,797   ","4,836,959   ",66.4   ,"4,572,687   ",62.7   ,"264,272   ",5.5   
27,Minnesota,1995,07,"3,488,669   ","2,625,183   ",75.2   ,"2,530,297   ",72.5   ,"94,886   ",3.6   
28,Mississippi,1995,07,"2,002,255   ","1,252,112   ",62.5   ,"1,172,789   ",58.6   ,"79,323   ",6.3   
29,Missouri,1995,07,"4,047,480   ","2,829,814   ",69.9   ,"2,690,532   ",66.5   ,"139,282   ",4.9   
30,Montana,1995,07,"656,953   ","443,944   ",67.6   ,"418,260   ",63.7   ,"25,684   ",5.8   
31,Nebraska,1995,07,"1,230,783   ","904,225   ",73.5   ,"879,993   ",71.5   ,"24,232   ",2.7   
32,Nevada,1995,07,"1,222,723   ","848,889   ",69.4   ,"802,069   ",65.6   ,"46,820   ",5.5   
33,New Hampshire,1995,07,"878,911   ","632,044   ",71.9   ,"607,779   ",69.2   ,"24,265   ",3.8   
34,New Jersey,1995,07,"6,192,848   ","4,118,356   ",66.5   ,"3,850,141   ",62.2   ,"268,215   ",6.5   
35,New Mexico,1995,07,"1,254,407   ","800,335   ",63.8   ,"747,732   ",59.6   ,"52,603   ",6.6   
36,New York,1995,07,"14,184,418   ","8,665,138   ",61.1   ,"8,107,121   ",57.2   ,"558,017   ",6.4   
51000,New York city,1995,07,"5,922,374   ","3,298,654   ",55.7   ,"3,022,663   ",51.0   ,"275,991   ",8.4   
37,North Carolina,1995,07,"5,597,244   ","3,746,113   ",66.9   ,"3,578,512   ",63.9   ,"167,601   ",4.5   
38,North Dakota,1995,07,"478,390   ","340,500   ",71.2   ,"329,230   ",68.8   ,"11,270   ",3.3   
39,Ohio,1995,07,"8,482,895   ","5,612,635   ",66.2   ,"5,332,478   ",62.9   ,"280,157   ",5.0   
40,Oklahoma,1995,07,"2,452,494   ","1,558,983   ",63.6   ,"1,488,709   ",60.7   ,"70,274   ",4.5   
41,Oregon,1995,07,"2,448,394   ","1,662,944   ",67.9   ,"1,583,345   ",64.7   ,"79,599   ",4.8   
42,Pennsylvania,1995,07,"9,371,377   ","5,897,183   ",62.9   ,"5,545,015   ",59.2   ,"352,168   ",6.0   
44,Rhode Island,1995,07,"782,389   ","510,657   ",65.3   ,"477,097   ",61.0   ,"33,560   ",6.6   
45,South Carolina,1995,07,"2,814,018   ","1,865,412   ",66.3   ,"1,771,415   ",62.9   ,"93,997   ",5.0   
46,South Dakota,1995,07,"537,484   ","384,745   ",71.6   ,"372,301   ",69.3   ,"12,444   ",3.2   
47,Tennessee,1995,07,"4,076,288   ","2,715,848   ",66.6   ,"2,570,484   ",63.1   ,"145,364   ",5.4   
48,Texas,1995,07,"13,817,834   ","9,597,093   ",69.5   ,"9,000,148   ",65.1   ,"596,945   ",6.2   
49,Utah,1995,07,"1,407,015   ","1,019,398   ",72.5   ,"984,573   ",70.0   ,"34,825   ",3.4   
50,Vermont,1995,07,"448,978   ","320,140   ",71.3   ,"306,545   ",68.3   ,"13,595   ",4.2   
51,Virginia,1995,07,"4,975,794   ","3,445,222   ",69.2   ,"3,291,249   ",66.1   ,"153,973   ",4.5   
53,Washington,1995,07,"4,122,374   ","2,816,581   ",68.3   ,"2,638,668   ",64.0   ,"177,913   ",6.3   
54,West Virginia,1995,07,"1,435,326   ","788,702   ",54.9   ,"724,504   ",50.5   ,"64,198   ",8.1   
55,Wisconsin,1995,07,"3,909,019   ","2,875,213   ",73.6   ,"2,768,580   ",70.8   ,"106,633   ",3.7   
56,Wyoming,1995,07,"358,101   ","253,298   ",70.7   ,"240,986   ",67.3   ,"12,312   ",4.9   
01,Alabama,1995,08,"3,257,294   ","2,065,212   ",63.4   ,"1,943,956   ",59.7   ,"121,256   ",5.9   
02,Alaska,1995,08,"415,452   ","302,956   ",72.9   ,"280,557   ",67.5   ,"22,399   ",7.4   
04,Arizona,1995,08,"3,358,792   ","2,242,078   ",66.8   ,"2,123,745   ",63.2   ,"118,333   ",5.3   
05,Arkansas,1995,08,"1,915,349   ","1,220,282   ",63.7   ,"1,161,013   ",60.6   ,"59,269   ",4.9   
06,California,1995,08,"23,275,017   ","15,267,740   ",65.6   ,"14,048,897   ",60.4   ,"1,218,843   ",8.0   
037,Los Angeles County,1995,08,"6,686,363   ","4,286,331   ",64.1   ,"3,934,733   ",58.8   ,"351,598   ",8.2   
08,Colorado,1995,08,"2,899,468   ","2,137,806   ",73.7   ,"2,047,870   ",70.6   ,"89,936   ",4.2   
09,Connecticut,1995,08,"2,549,021   ","1,735,234   ",68.1   ,"1,642,838   ",64.4   ,"92,396   ",5.3   
10,Delaware,1995,08,"556,568   ","386,399   ",69.4   ,"369,138   ",66.3   ,"17,261   ",4.5   
11,District of Columbia,1995,08,"454,779   ","298,609   ",65.7   ,"272,218   ",59.9   ,"26,391   ",8.8   
12,Florida,1995,08,"11,347,538   ","7,042,951   ",62.1   ,"6,645,133   ",58.6   ,"397,818   ",5.6   
13,Georgia,1995,08,"5,471,869   ","3,700,098   ",67.6   ,"3,517,313   ",64.3   ,"182,785   ",4.9   
15,Hawaii,1995,08,"866,085   ","584,488   ",67.5   ,"551,308   ",63.7   ,"33,180   ",5.7   
16,Idaho,1995,08,"859,786   ","604,095   ",70.3   ,"570,751   ",66.4   ,"33,344   ",5.5   
17,Illinois,1995,08,"9,037,671   ","6,177,044   ",68.3   ,"5,852,443   ",64.8   ,"324,601   ",5.3   
18,Indiana,1995,08,"4,435,661   ","3,121,814   ",70.4   ,"2,983,457   ",67.3   ,"138,357   ",4.4   
19,Iowa,1995,08,"2,179,604   ","1,587,346   ",72.8   ,"1,531,011   ",70.2   ,"56,335   ",3.5   
20,Kansas,1995,08,"1,922,651   ","1,354,558   ",70.5   ,"1,297,092   ",67.5   ,"57,466   ",4.2   
21,Kentucky,1995,08,"2,959,335   ","1,854,789   ",62.7   ,"1,751,598   ",59.2   ,"103,191   ",5.6   
22,Louisiana,1995,08,"3,195,833   ","1,962,388   ",61.4   ,"1,830,926   ",57.3   ,"131,462   ",6.7   
23,Maine,1995,08,"955,765   ","640,841   ",67.1   ,"602,958   ",63.1   ,"37,883   ",5.9   
24,Maryland,1995,08,"3,824,061   ","2,716,070   ",71.0   ,"2,579,346   ",67.5   ,"136,724   ",5.0   
25,Massachusetts,1995,08,"4,748,571   ","3,194,194   ",67.3   ,"3,020,356   ",63.6   ,"173,838   ",5.4   
26,Michigan,1995,08,"7,295,512   ","4,833,819   ",66.3   ,"4,576,494   ",62.7   ,"257,325   ",5.3   
27,Minnesota,1995,08,"3,493,333   ","2,628,113   ",75.2   ,"2,533,690   ",72.5   ,"94,423   ",3.6   
28,Mississippi,1995,08,"2,004,331   ","1,252,824   ",62.5   ,"1,173,322   ",58.5   ,"79,502   ",6.3   
29,Missouri,1995,08,"4,051,022   ","2,831,621   ",69.9   ,"2,695,351   ",66.5   ,"136,270   ",4.8   
30,Montana,1995,08,"657,922   ","444,651   ",67.6   ,"418,846   ",63.7   ,"25,805   ",5.8   
31,Nebraska,1995,08,"1,232,017   ","905,732   ",73.5   ,"881,513   ",71.6   ,"24,219   ",2.7   
32,Nevada,1995,08,"1,228,602   ","852,363   ",69.4   ,"805,876   ",65.6   ,"46,487   ",5.5   
33,New Hampshire,1995,08,"879,998   ","632,015   ",71.8   ,"608,080   ",69.1   ,"23,935   ",3.8   
34,New Jersey,1995,08,"6,197,976   ","4,118,109   ",66.4   ,"3,850,845   ",62.1   ,"267,264   ",6.5   
35,New Mexico,1995,08,"1,257,604   ","802,201   ",63.8   ,"748,369   ",59.5   ,"53,832   ",6.7   
36,New York,1995,08,"14,189,404   ","8,667,935   ",61.1   ,"8,108,286   ",57.1   ,"559,649   ",6.5   
51000,New York city,1995,08,"5,926,234   ","3,306,765   ",55.8   ,"3,028,606   ",51.1   ,"278,159   ",8.4   
37,North Carolina,1995,08,"5,607,585   ","3,754,618   ",67.0   ,"3,585,699   ",63.9   ,"168,919   ",4.5   
38,North Dakota,1995,08,"478,455   ","341,018   ",71.3   ,"329,760   ",68.9   ,"11,258   ",3.3   
39,Ohio,1995,08,"8,486,835   ","5,619,099   ",66.2   ,"5,335,480   ",62.9   ,"283,619   ",5.0   
40,Oklahoma,1995,08,"2,454,664   ","1,559,977   ",63.6   ,"1,490,008   ",60.7   ,"69,969   ",4.5   
41,Oregon,1995,08,"2,453,652   ","1,666,594   ",67.9   ,"1,586,718   ",64.7   ,"79,876   ",4.8   
42,Pennsylvania,1995,08,"9,374,900   ","5,901,361   ",62.9   ,"5,549,624   ",59.2   ,"351,737   ",6.0   
44,Rhode Island,1995,08,"782,857   ","510,914   ",65.3   ,"477,965   ",61.1   ,"32,949   ",6.4   
45,South Carolina,1995,08,"2,816,971   ","1,867,503   ",66.3   ,"1,771,881   ",62.9   ,"95,622   ",5.1   
46,South Dakota,1995,08,"538,564   ","385,386   ",71.6   ,"372,938   ",69.2   ,"12,448   ",3.2   
47,Tennessee,1995,08,"4,082,856   ","2,719,625   ",66.6   ,"2,573,986   ",63.0   ,"145,639   ",5.4   
48,Texas,1995,08,"13,840,325   ","9,611,970   ",69.4   ,"9,011,313   ",65.1   ,"600,657   ",6.2   
49,Utah,1995,08,"1,411,445   ","1,021,260   ",72.4   ,"986,718   ",69.9   ,"34,542   ",3.4   
50,Vermont,1995,08,"449,007   ","320,663   ",71.4   ,"307,029   ",68.4   ,"13,634   ",4.3   
51,Virginia,1995,08,"4,981,793   ","3,442,380   ",69.1   ,"3,288,207   ",66.0   ,"154,173   ",4.5   
53,Washington,1995,08,"4,128,602   ","2,822,438   ",68.4   ,"2,643,908   ",64.0   ,"178,530   ",6.3   
54,West Virginia,1995,08,"1,435,212   ","789,169   ",55.0   ,"724,883   ",50.5   ,"64,286   ",8.1   
55,Wisconsin,1995,08,"3,913,465   ","2,878,890   ",73.6   ,"2,771,948   ",70.8   ,"106,942   ",3.7   
56,Wyoming,1995,08,"359,116   ","253,592   ",70.6   ,"241,175   ",67.2   ,"12,417   ",4.9   
01,Alabama,1995,09,"3,260,108   ","2,065,335   ",63.4   ,"1,945,737   ",59.7   ,"119,598   ",5.8   
02,Alaska,1995,09,"416,426   ","303,434   ",72.9   ,"280,809   ",67.4   ,"22,625   ",7.5   
04,Arizona,1995,09,"3,368,476   ","2,245,765   ",66.7   ,"2,128,890   ",63.2   ,"116,875   ",5.2   
05,Arkansas,1995,09,"1,917,749   ","1,222,349   ",63.7   ,"1,162,558   ",60.6   ,"59,791   ",4.9   
06,California,1995,09,"23,293,122   ","15,274,893   ",65.6   ,"14,061,392   ",60.4   ,"1,213,501   ",7.9   
037,Los Angeles County,1995,09,"6,687,853   ","4,290,888   ",64.2   ,"3,935,382   ",58.8   ,"355,506   ",8.3   
08,Colorado,1995,09,"2,906,411   ","2,143,093   ",73.7   ,"2,053,113   ",70.6   ,"89,980   ",4.2   
09,Connecticut,1995,09,"2,550,461   ","1,736,257   ",68.1   ,"1,644,602   ",64.5   ,"91,655   ",5.3   
10,Delaware,1995,09,"557,633   ","386,477   ",69.3   ,"368,822   ",66.1   ,"17,655   ",4.6   
11,District of Columbia,1995,09,"455,128   ","297,764   ",65.4   ,"271,468   ",59.6   ,"26,296   ",8.8   
12,Florida,1995,09,"11,368,643   ","7,053,773   ",62.0   ,"6,656,161   ",58.5   ,"397,612   ",5.6   
13,Georgia,1995,09,"5,482,814   ","3,706,060   ",67.6   ,"3,524,897   ",64.3   ,"181,163   ",4.9   
15,Hawaii,1995,09,"866,172   ","584,451   ",67.5   ,"550,922   ",63.6   ,"33,529   ",5.7   
16,Idaho,1995,09,"861,782   ","605,012   ",70.2   ,"571,603   ",66.3   ,"33,409   ",5.5   
17,Illinois,1995,09,"9,043,789   ","6,181,359   ",68.3   ,"5,856,243   ",64.8   ,"325,116   ",5.3   
18,Indiana,1995,09,"4,440,214   ","3,119,612   ",70.3   ,"2,982,521   ",67.2   ,"137,091   ",4.4   
19,Iowa,1995,09,"2,180,921   ","1,590,839   ",72.9   ,"1,534,976   ",70.4   ,"55,863   ",3.5   
20,Kansas,1995,09,"1,924,644   ","1,354,881   ",70.4   ,"1,298,758   ",67.5   ,"56,123   ",4.1   
21,Kentucky,1995,09,"2,962,368   ","1,853,432   ",62.6   ,"1,750,749   ",59.1   ,"102,683   ",5.5   
22,Louisiana,1995,09,"3,197,844   ","1,962,355   ",61.4   ,"1,831,762   ",57.3   ,"130,593   ",6.7   
23,Maine,1995,09,"955,731   ","641,755   ",67.1   ,"604,324   ",63.2   ,"37,431   ",5.8   
24,Maryland,1995,09,"3,827,869   ","2,715,484   ",70.9   ,"2,579,410   ",67.4   ,"136,074   ",5.0   
25,Massachusetts,1995,09,"4,751,517   ","3,196,533   ",67.3   ,"3,025,531   ",63.7   ,"171,002   ",5.3   
26,Michigan,1995,09,"7,303,227   ","4,830,489   ",66.1   ,"4,579,529   ",62.7   ,"250,960   ",5.2   
27,Minnesota,1995,09,"3,497,997   ","2,631,629   ",75.2   ,"2,537,181   ",72.5   ,"94,448   ",3.6   
28,Mississippi,1995,09,"2,006,406   ","1,253,135   ",62.5   ,"1,173,921   ",58.5   ,"79,214   ",6.3   
29,Missouri,1995,09,"4,055,561   ","2,832,552   ",69.8   ,"2,699,783   ",66.6   ,"132,769   ",4.7   
30,Montana,1995,09,"658,893   ","445,115   ",67.6   ,"419,226   ",63.6   ,"25,889   ",5.8   
31,Nebraska,1995,09,"1,233,252   ","907,012   ",73.5   ,"882,838   ",71.6   ,"24,174   ",2.7   
32,Nevada,1995,09,"1,233,482   ","855,840   ",69.4   ,"809,545   ",65.6   ,"46,295   ",5.4   
33,New Hampshire,1995,09,"882,085   ","631,994   ",71.6   ,"608,423   ",69.0   ,"23,571   ",3.7   
34,New Jersey,1995,09,"6,203,103   ","4,117,016   ",66.4   ,"3,851,618   ",62.1   ,"265,398   ",6.4   
35,New Mexico,1995,09,"1,259,802   ","804,024   ",63.8   ,"748,842   ",59.4   ,"55,182   ",6.9   
36,New York,1995,09,"14,194,390   ","8,668,514   ",61.1   ,"8,109,681   ",57.1   ,"558,833   ",6.4   
51000,New York city,1995,09,"5,930,394   ","3,312,754   ",55.9   ,"3,033,625   ",51.2   ,"279,129   ",8.4   
37,North Carolina,1995,09,"5,618,925   ","3,764,036   ",67.0   ,"3,593,923   ",64.0   ,"170,113   ",4.5   
38,North Dakota,1995,09,"479,519   ","341,443   ",71.2   ,"330,240   ",68.9   ,"11,203   ",3.3   
39,Ohio,1995,09,"8,491,775   ","5,623,660   ",66.2   ,"5,337,806   ",62.9   ,"285,854   ",5.1   
40,Oklahoma,1995,09,"2,457,834   ","1,561,024   ",63.5   ,"1,491,550   ",60.7   ,"69,474   ",4.5   
41,Oregon,1995,09,"2,457,909   ","1,670,436   ",68.0   ,"1,590,011   ",64.7   ,"80,425   ",4.8   
42,Pennsylvania,1995,09,"9,379,423   ","5,906,156   ",63.0   ,"5,554,676   ",59.2   ,"351,480   ",6.0   
44,Rhode Island,1995,09,"783,324   ","511,095   ",65.2   ,"479,020   ",61.2   ,"32,075   ",6.3   
45,South Carolina,1995,09,"2,820,924   ","1,868,815   ",66.2   ,"1,771,527   ",62.8   ,"97,288   ",5.2   
46,South Dakota,1995,09,"538,645   ","385,909   ",71.6   ,"373,506   ",69.3   ,"12,403   ",3.2   
47,Tennessee,1995,09,"4,089,424   ","2,723,863   ",66.6   ,"2,578,701   ",63.1   ,"145,162   ",5.3   
48,Texas,1995,09,"13,862,815   ","9,624,053   ",69.4   ,"9,021,861   ",65.1   ,"602,192   ",6.3   
49,Utah,1995,09,"1,415,874   ","1,023,005   ",72.3   ,"988,693   ",69.8   ,"34,312   ",3.4   
50,Vermont,1995,09,"450,039   ","321,198   ",71.4   ,"307,577   ",68.3   ,"13,621   ",4.2   
51,Virginia,1995,09,"4,988,789   ","3,439,055   ",68.9   ,"3,284,911   ",65.8   ,"154,144   ",4.5   
53,Washington,1995,09,"4,134,829   ","2,828,351   ",68.4   ,"2,649,481   ",64.1   ,"178,870   ",6.3   
54,West Virginia,1995,09,"1,436,098   ","789,274   ",55.0   ,"725,051   ",50.5   ,"64,223   ",8.1   
55,Wisconsin,1995,09,"3,917,913   ","2,881,950   ",73.6   ,"2,774,116   ",70.8   ,"107,834   ",3.7   
56,Wyoming,1995,09,"359,132   ","253,815   ",70.7   ,"241,342   ",67.2   ,"12,473   ",4.9   
01,Alabama,1995,10,"3,263,922   ","2,065,375   ",63.3   ,"1,947,652   ",59.7   ,"117,723   ",5.7   
02,Alaska,1995,10,"416,403   ","303,893   ",73.0   ,"281,033   ",67.5   ,"22,860   ",7.5   
04,Arizona,1995,10,"3,379,160   ","2,248,465   ",66.5   ,"2,132,352   ",63.1   ,"116,113   ",5.2   
05,Arkansas,1995,10,"1,920,150   ","1,224,311   ",63.8   ,"1,163,995   ",60.6   ,"60,316   ",4.9   
06,California,1995,10,"23,312,225   ","15,279,592   ",65.5   ,"14,070,898   ",60.4   ,"1,208,694   ",7.9   
037,Los Angeles County,1995,10,"6,689,740   ","4,294,933   ",64.2   ,"3,935,439   ",58.8   ,"359,494   ",8.4   
08,Colorado,1995,10,"2,913,354   ","2,147,339   ",73.7   ,"2,057,468   ",70.6   ,"89,871   ",4.2   
09,Connecticut,1995,10,"2,551,901   ","1,737,293   ",68.1   ,"1,646,238   ",64.5   ,"91,055   ",5.2   
10,Delaware,1995,10,"557,700   ","386,088   ",69.2   ,"368,125   ",66.0   ,"17,963   ",4.7   
11,District of Columbia,1995,10,"454,478   ","296,837   ",65.3   ,"270,709   ",59.6   ,"26,128   ",8.8   
12,Florida,1995,10,"11,390,753   ","7,063,371   ",62.0   ,"6,666,461   ",58.5   ,"396,910   ",5.6   
13,Georgia,1995,10,"5,494,759   ","3,710,850   ",67.5   ,"3,532,162   ",64.3   ,"178,688   ",4.8   
15,Hawaii,1995,10,"867,258   ","584,547   ",67.4   ,"550,724   ",63.5   ,"33,823   ",5.8   
16,Idaho,1995,10,"863,778   ","605,976   ",70.2   ,"572,502   ",66.3   ,"33,474   ",5.5   
17,Illinois,1995,10,"9,050,909   ","6,184,351   ",68.3   ,"5,858,187   ",64.7   ,"326,164   ",5.3   
18,Indiana,1995,10,"4,445,766   ","3,116,150   ",70.1   ,"2,979,063   ",67.0   ,"137,087   ",4.4   
19,Iowa,1995,10,"2,182,238   ","1,593,969   ",73.0   ,"1,538,327   ",70.5   ,"55,642   ",3.5   
20,Kansas,1995,10,"1,926,638   ","1,354,988   ",70.3   ,"1,299,924   ",67.5   ,"55,064   ",4.1   
21,Kentucky,1995,10,"2,965,401   ","1,851,889   ",62.4   ,"1,749,955   ",59.0   ,"101,934   ",5.5   
22,Louisiana,1995,10,"3,200,856   ","1,962,734   ",61.3   ,"1,832,271   ",57.2   ,"130,463   ",6.6   
23,Maine,1995,10,"956,698   ","642,705   ",67.2   ,"605,781   ",63.3   ,"36,924   ",5.7   
24,Maryland,1995,10,"3,832,677   ","2,715,182   ",70.8   ,"2,579,597   ",67.3   ,"135,585   ",5.0   
25,Massachusetts,1995,10,"4,755,464   ","3,198,013   ",67.2   ,"3,029,816   ",63.7   ,"168,197   ",5.3   
26,Michigan,1995,10,"7,310,942   ","4,828,485   ",66.0   ,"4,582,444   ",62.7   ,"246,041   ",5.1   
27,Minnesota,1995,10,"3,503,662   ","2,635,441   ",75.2   ,"2,540,239   ",72.5   ,"95,202   ",3.6   
28,Mississippi,1995,10,"2,008,483   ","1,252,905   ",62.4   ,"1,174,169   ",58.5   ,"78,736   ",6.3   
29,Missouri,1995,10,"4,059,104   ","2,833,220   ",69.8   ,"2,703,593   ",66.6   ,"129,627   ",4.6   
30,Montana,1995,10,"659,862   ","445,238   ",67.5   ,"419,307   ",63.5   ,"25,931   ",5.8   
31,Nebraska,1995,10,"1,235,486   ","908,093   ",73.5   ,"883,851   ",71.5   ,"24,242   ",2.7   
32,Nevada,1995,10,"1,239,362   ","859,192   ",69.3   ,"812,962   ",65.6   ,"46,230   ",5.4   
33,New Hampshire,1995,10,"883,173   ","631,905   ",71.5   ,"608,653   ",68.9   ,"23,252   ",3.7   
34,New Jersey,1995,10,"6,208,232   ","4,116,132   ",66.3   ,"3,852,299   ",62.1   ,"263,833   ",6.4   
35,New Mexico,1995,10,"1,262,000   ","805,562   ",63.8   ,"749,018   ",59.4   ,"56,544   ",7.0   
36,New York,1995,10,"14,201,378   ","8,666,369   ",61.0   ,"8,110,195   ",57.1   ,"556,174   ",6.4   
51000,New York city,1995,10,"5,934,856   ","3,316,386   ",55.9   ,"3,037,135   ",51.2   ,"279,251   ",8.4   
37,North Carolina,1995,10,"5,629,269   ","3,773,607   ",67.0   ,"3,602,252   ",64.0   ,"171,355   ",4.5   
38,North Dakota,1995,10,"479,585   ","341,821   ",71.3   ,"330,706   ",69.0   ,"11,115   ",3.3   
39,Ohio,1995,10,"8,497,713   ","5,626,368   ",66.2   ,"5,338,890   ",62.8   ,"287,478   ",5.1   
40,Oklahoma,1995,10,"2,461,003   ","1,562,198   ",63.5   ,"1,493,243   ",60.7   ,"68,955   ",4.4   
41,Oregon,1995,10,"2,463,168   ","1,674,457   ",68.0   ,"1,592,801   ",64.7   ,"81,656   ",4.9   
42,Pennsylvania,1995,10,"9,383,948   ","5,910,407   ",63.0   ,"5,558,449   ",59.2   ,"351,958   ",6.0   
44,Rhode Island,1995,10,"783,791   ","511,209   ",65.2   ,"480,102   ",61.3   ,"31,107   ",6.1   
45,South Carolina,1995,10,"2,823,877   ","1,868,973   ",66.2   ,"1,770,164   ",62.7   ,"98,809   ",5.3   
46,South Dakota,1995,10,"539,726   ","386,379   ",71.6   ,"373,976   ",69.3   ,"12,403   ",3.2   
47,Tennessee,1995,10,"4,096,992   ","2,728,145   ",66.6   ,"2,583,601   ",63.1   ,"144,544   ",5.3   
48,Texas,1995,10,"13,887,308   ","9,633,326   ",69.4   ,"9,031,064   ",65.0   ,"602,262   ",6.3   
49,Utah,1995,10,"1,419,304   ","1,024,529   ",72.2   ,"990,332   ",69.8   ,"34,197   ",3.3   
50,Vermont,1995,10,"450,068   ","321,702   ",71.5   ,"308,126   ",68.5   ,"13,576   ",4.2   
51,Virginia,1995,10,"4,995,788   ","3,435,017   ",68.8   ,"3,281,070   ",65.7   ,"153,947   ",4.5   
53,Washington,1995,10,"4,141,057   ","2,833,996   ",68.4   ,"2,655,113   ",64.1   ,"178,883   ",6.3   
54,West Virginia,1995,10,"1,435,983   ","789,171   ",55.0   ,"724,947   ",50.5   ,"64,224   ",8.1   
55,Wisconsin,1995,10,"3,922,360   ","2,884,874   ",73.5   ,"2,775,791   ",70.8   ,"109,083   ",3.8   
56,Wyoming,1995,10,"360,148   ","253,921   ",70.5   ,"241,434   ",67.0   ,"12,487   ",4.9   
01,Alabama,1995,11,"3,266,736   ","2,065,258   ",63.2   ,"1,949,557   ",59.7   ,"115,701   ",5.6   
02,Alaska,1995,11,"416,380   ","304,314   ",73.1   ,"281,230   ",67.5   ,"23,084   ",7.6   
